DATE,ATM_ID,CLIENT_OUT
2015-01-01,1,0
2015-01-02,1,0
2015-01-03,1,0
2015-01-04,1,0
2015-01-05,1,0
2015-01-06,1,1000
2015-01-07,1,0
2015-01-08,1,0
2015-01-09,1,3500
2015-01-10,1,203600
2015-01-11,1,0
2015-01-12,1,419000
2015-01-13,1,320800
2015-01-14,1,204600
2015-01-15,1,370800
2015-01-16,1,350300
2015-01-17,1,250100
2015-01-18,1,0
2015-01-19,1,260500
2015-01-20,1,239200
2015-01-21,1,315300
2015-01-22,1,160200
2015-01-23,1,258100
2015-01-24,1,310300
2015-01-25,1,0
2015-01-26,1,157600
2015-01-27,1,545300
2015-01-28,1,273000
2015-01-29,1,241300
2015-01-30,1,340100
2015-01-31,1,367200
2015-02-01,1,0
2015-02-02,1,289300
2015-02-03,1,290200
2015-02-04,1,303200
2015-02-05,1,396300
2015-02-06,1,794200
2015-02-07,1,552000
2015-02-08,1,0
2015-02-09,1,298200
2015-02-10,1,719400
2015-02-11,1,287300
2015-02-12,1,278300
2015-02-13,1,411500
2015-02-14,1,248100
2015-02-15,1,0
2015-02-16,1,260700
2015-02-17,1,212200
2015-02-18,1,315700
2015-02-19,1,257100
2015-02-20,1,398200
2015-02-21,1,212700
2015-02-22,1,0
2015-02-23,1,0
2015-02-24,1,117300
2015-02-25,1,293000
2015-02-26,1,300400
2015-02-27,1,277600
2015-02-28,1,236700
2015-03-01,1,200
2015-03-02,1,207900
2015-03-03,1,199200
2015-03-04,1,334700
2015-03-05,1,398700
2015-03-06,1,857600
2015-03-07,1,528100
2015-03-08,1,0
2015-03-09,1,0
2015-03-10,1,518500
2015-03-11,1,636500
2015-03-12,1,524400
2015-03-13,1,447600
2015-03-14,1,531500
2015-03-15,1,0
2015-03-16,1,260400
2015-03-17,1,248200
2015-03-18,1,383500
2015-03-19,1,240100
2015-03-20,1,473400
2015-03-21,1,268400
2015-03-22,1,0
2015-03-23,1,208100
2015-03-24,1,379800
2015-03-25,1,244700
2015-03-26,1,279000
2015-03-27,1,433300
2015-03-28,1,233300
2015-03-29,1,0
2015-03-30,1,262700
2015-03-31,1,287300
2015-04-01,1,450000
2015-04-02,1,305000
2015-04-03,1,403400
2015-04-04,1,728100
2015-04-05,1,0
2015-04-06,1,575200
2015-04-07,1,588200
2015-04-08,1,484200
2015-04-09,1,451700
2015-04-10,1,645100
2015-04-11,1,283600
2015-04-12,1,0
2015-04-13,1,240100
2015-04-14,1,251600
2015-04-15,1,1375500
2015-04-16,1,340500
2015-04-17,1,357300
2015-04-18,1,339300
2015-04-19,1,0
2015-04-20,1,319900
2015-04-21,1,331700
2015-04-22,1,322000
2015-04-23,1,390100
2015-04-24,1,423300
2015-04-25,1,155900
2015-04-26,1,124900
2015-04-27,1,380100
2015-04-28,1,486100
2015-04-29,1,310800
2015-04-30,1,778600
2015-05-01,1,2000
2015-05-02,1,0
2015-05-03,1,0
2015-05-04,1,197200
2015-05-05,1,672000
2015-05-06,1,268900
2015-05-07,1,0
2015-05-08,1,226000
2015-05-09,1,0
2015-05-10,1,0
2015-05-11,1,245200
2015-05-12,1,376800
2015-05-13,1,367200
2015-05-14,1,296900
2015-05-15,1,363300
2015-05-16,1,300900
2015-05-17,1,0
2015-05-18,1,214600
2015-05-19,1,310800
2015-05-20,1,420500
2015-05-21,1,276300
2015-05-22,1,257500
2015-05-23,1,177300
2015-05-24,1,0
2015-05-25,1,394900
2015-05-26,1,359500
2015-05-27,1,175800
2015-05-28,1,143800
2015-05-29,1,419600
2015-05-30,1,337800
2015-05-31,1,0
2015-06-01,1,334600
2015-06-02,1,221600
2015-06-03,1,462700
2015-06-04,1,1150300
2015-06-05,1,859100
2015-06-06,1,617100
2015-06-07,1,0
2015-06-08,1,812600
2015-06-09,1,639900
2015-06-10,1,632000
2015-06-11,1,435200
2015-06-12,1,0
2015-06-13,1,221900
2015-06-14,1,0
2015-06-15,1,324600
2015-06-16,1,580000
2015-06-17,1,433600
2015-06-18,1,644200
2015-06-19,1,14600
2015-06-20,1,0
2015-06-21,1,0
2015-06-22,1,0
2015-06-23,1,227800
2015-06-24,1,279600
2015-06-25,1,473900
2015-06-26,1,292900
2015-06-27,1,167500
2015-06-28,1,0
2015-06-29,1,432800
2015-06-30,1,184800
2015-07-01,1,454700
2015-07-02,1,391200
2015-07-03,1,470300
2015-07-04,1,507800
2015-07-05,1,0
2015-07-06,1,926100
2015-07-07,1,631100
2015-07-08,1,375600
2015-07-09,1,457300
2015-07-10,1,482100
2015-07-11,1,192700
2015-07-12,1,0
2015-07-13,1,564500
2015-07-14,1,530300
2015-07-15,1,342600
2015-07-16,1,527700
2015-07-17,1,305600
2015-07-18,1,198800
2015-07-19,1,0
2015-07-20,1,334800
2015-07-21,1,263600
2015-07-22,1,330100
2015-07-23,1,387900
2015-07-24,1,349600
2015-07-25,1,106400
2015-07-26,1,0
2015-07-27,1,229600
2015-07-28,1,473900
2015-07-29,1,291600
2015-07-30,1,393500
2015-07-31,1,413300
2015-08-01,1,185700
2015-08-02,1,0
2015-08-03,1,223600
2015-08-04,1,425300
2015-08-05,1,425400
2015-08-06,1,743800
2015-08-07,1,1088200
2015-08-08,1,234100
2015-08-09,1,0
2015-08-10,1,997400
2015-08-11,1,632500
2015-08-12,1,483600
2015-08-13,1,228500
2015-08-14,1,446000
2015-08-15,1,368400
2015-08-16,1,0
2015-08-17,1,419300
2015-08-18,1,344100
2015-08-19,1,391000
2015-08-20,1,335300
2015-08-21,1,411900
2015-08-22,1,356200
2015-08-23,1,0
2015-08-24,1,288100
2015-08-25,1,500300
2015-08-26,1,267400
2015-08-27,1,371000
2015-08-28,1,500400
2015-08-29,1,361500
2015-08-30,1,0
2015-08-31,1,495700
2015-09-01,1,463600
2015-09-02,1,308800
2015-09-03,1,256900
2015-09-04,1,686900
2015-09-05,1,415000
2015-09-06,1,0
2015-09-07,1,507900
2015-09-08,1,332400
2015-09-09,1,422600
2015-09-10,1,524300
2015-09-11,1,302100
2015-09-12,1,255900
2015-09-13,1,0
2015-09-14,1,451700
2015-09-15,1,291400
2015-09-16,1,330700
2015-09-17,1,253700
2015-09-18,1,356500
2015-09-19,1,189800
2015-09-20,1,0
2015-09-21,1,282900
2015-09-22,1,233300
2015-09-23,1,264400
2015-09-24,1,331600
2015-09-25,1,309800
2015-09-26,1,217100
2015-09-27,1,0
2015-09-28,1,296200
2015-09-29,1,378900
2015-09-30,1,629800
2015-10-01,1,288100
2015-10-02,1,395400
2015-10-03,1,530400
2015-10-04,1,0
2015-10-05,1,367000
2015-10-06,1,842900
2015-10-07,1,665000
2015-10-08,1,494500
2015-10-09,1,422500
2015-10-10,1,459900
2015-10-11,1,0
2015-10-12,1,536600
2015-10-13,1,646900
2015-10-14,1,322200
2015-10-15,1,255700
2015-10-16,1,364500
2015-10-17,1,270300
2015-10-18,1,0
2015-10-19,1,368100
2015-10-20,1,233700
2015-10-21,1,418900
2015-10-22,1,363200
2015-10-23,1,364600
2015-10-24,1,334900
2015-10-25,1,0
2015-10-26,1,305100
2015-10-27,1,489200
2015-10-28,1,179300
2015-10-29,1,302300
2015-10-30,1,323600
2015-10-31,1,297600
2015-11-01,1,0
2015-11-02,1,379000
2015-11-03,1,446100
2015-11-04,1,0
2015-11-05,1,341300
2015-11-06,1,882200
2015-11-07,1,614700
2015-11-08,1,0
2015-11-09,1,549200
2015-11-10,1,650100
2015-11-11,1,516400
2015-11-12,1,480500
2015-11-13,1,448100
2015-11-14,1,438200
2015-11-15,1,0
2015-11-16,1,354100
2015-11-17,1,372900
2015-11-18,1,253100
2015-11-19,1,305500
2015-11-20,1,315000
2015-11-21,1,166500
2015-11-22,1,0
2015-11-23,1,290900
2015-11-24,1,210100
2015-11-25,1,354200
2015-11-26,1,416900
2015-11-27,1,648600
2015-11-28,1,383100
2015-11-29,1,0
2015-11-30,1,583400
2015-12-01,1,420700
2015-12-02,1,295800
2015-12-03,1,461000
2015-12-04,1,825300
2015-12-05,1,807600
2015-12-06,1,0
2015-12-07,1,1289100
2015-12-08,1,457500
2015-12-09,1,346700
2015-12-10,1,423000
2015-12-11,1,551600
2015-12-12,1,335300
2015-12-13,1,0
2015-12-14,1,446200
2015-12-15,1,483400
2015-12-16,1,455800
2015-12-17,1,345300
2015-12-18,1,510000
2015-12-19,1,441900
2015-12-20,1,0
2015-12-21,1,419600
2015-12-22,1,325700
2015-12-23,1,492100
2015-12-24,1,577500
2015-12-25,1,803800
2015-12-26,1,878300
2015-12-27,1,0
2015-12-28,1,540700
2015-12-29,1,913700
2015-12-30,1,949800
2015-12-31,1,972200
2016-01-01,1,0
2016-01-02,1,0
2016-01-03,1,0
2016-01-04,1,0
2016-01-05,1,0
2016-01-06,1,0
2016-01-07,1,0
2016-01-08,1,0
2016-01-09,1,269700
2016-01-10,1,0
2016-01-11,1,340200
2016-01-12,1,533800
2016-01-13,1,628200
2016-01-14,1,326000
2016-01-15,1,402700
2016-01-16,1,273200
2016-01-17,1,0
2016-01-18,1,371500
2016-01-19,1,249400
2016-01-20,1,371000
2016-01-21,1,240800
2016-01-22,1,269900
2016-01-23,1,227300
2016-01-24,1,0
2016-01-25,1,377500
2016-01-26,1,417300
2016-01-27,1,450300
2016-01-28,1,426900
2016-01-29,1,427000
2016-01-30,1,348400
2016-01-31,1,0
2016-02-01,1,484400
2016-02-02,1,271300
2016-02-03,1,192500
2016-02-04,1,288000
2016-02-05,1,869700
2016-02-06,1,529300
2016-02-07,1,0
2016-02-08,1,515200
2016-02-09,1,651000
2016-02-10,1,502300
2016-02-11,1,441600
2016-02-12,1,357200
2016-02-13,1,299600
2016-02-14,1,0
2016-02-15,1,369100
2016-02-16,1,427700
2016-02-17,1,397300
2016-02-18,1,316600
2016-02-19,1,339500
2016-02-20,1,402300
2016-02-21,1,0
2016-02-22,1,157800
2016-02-23,1,0
2016-02-24,1,317500
2016-02-25,1,235400
2016-02-26,1,405200
2016-02-27,1,197800
2016-02-28,1,0
2016-02-29,1,339500
2016-03-01,1,455400
2016-03-02,1,494700
2016-03-03,1,949700
2016-03-04,1,1243700
2016-03-05,1,448000
2016-03-06,1,0
2016-03-07,1,0
2016-03-08,1,0
2016-03-09,1,605900
2016-03-10,1,499300
2016-03-11,1,404400
2016-03-12,1,244700
2016-03-13,1,0
2016-03-14,1,318000
2016-03-15,1,482500
2016-03-16,1,277200
2016-03-17,1,443700
2016-03-18,1,454300
2016-03-19,1,312500
2016-03-20,1,0
2016-03-21,1,272200
2016-03-22,1,337400
2016-03-23,1,680300
2016-03-24,1,383200
2016-03-25,1,305200
2016-03-26,1,594600
2016-03-27,1,0
2016-03-28,1,284000
2016-03-29,1,90100
2016-03-30,1,168400
2016-03-31,1,323100
2016-04-01,1,467300
2016-04-02,1,209000
2016-04-03,1,0
2016-04-04,1,364700
2016-04-05,1,522000
2016-04-06,1,1001400
2016-04-07,1,499100
2016-04-08,1,485500
2016-04-09,1,344800
2016-04-10,1,0
2016-04-11,1,309500
2016-04-12,1,359900
2016-04-13,1,306600
2016-04-14,1,447100
2016-04-15,1,758600
2016-04-16,1,238200
2016-04-17,1,0
2016-04-18,1,418300
2016-04-19,1,475600
2016-04-20,1,421400
2016-04-21,1,406300
2016-04-22,1,615000
2016-04-23,1,288200
2016-04-24,1,0
2016-04-25,1,430600
2016-04-26,1,310200
2016-04-27,1,309900
2016-04-28,1,618700
2016-04-29,1,557200
2016-04-30,1,346700
2016-05-01,1,0
2016-05-02,1,0
2016-05-03,1,129100
2016-05-04,1,489900
2016-05-05,1,802400
2016-05-06,1,793300
2016-05-07,1,807500
2016-05-08,1,0
2016-05-09,1,0
2016-05-10,1,551800
2016-05-11,1,543400
2016-05-12,1,349200
2016-05-13,1,552100
2016-05-14,1,449200
2016-05-15,1,0
2016-05-16,1,541200
2016-05-17,1,300300
2016-05-18,1,442800
2016-05-19,1,322800
2016-05-20,1,381100
2016-05-21,1,267300
2016-05-22,1,0
2016-05-23,1,459900
2016-05-24,1,410800
2016-05-25,1,276800
2016-05-26,1,641300
2016-05-27,1,396800
2016-05-28,1,88300
2016-05-29,1,0
2016-05-30,1,295700
2016-05-31,1,346500
2016-06-01,1,406800
2016-06-02,1,625400
2016-06-03,1,423500
2016-06-04,1,546400
2016-06-05,1,0
2016-06-06,1,436300
2016-06-07,1,290500
2016-06-08,1,393200
2016-06-09,1,512900
2016-06-10,1,872400
2016-06-11,1,396600
2016-06-12,1,0
2016-06-13,1,0
2016-06-14,1,454400
2016-06-15,1,602800
2016-06-16,1,497400
2016-06-17,1,211400
2016-06-18,1,239200
2016-06-19,1,0
2016-06-20,1,463600
2016-06-21,1,762800
2016-06-22,1,531200
2016-06-23,1,481100
2016-06-24,1,423900
2016-06-25,1,406600
2016-06-26,1,0
2016-06-27,1,530900
2016-06-28,1,477000
2016-06-29,1,691400
2016-06-30,1,301300
2016-07-01,1,491700
2016-07-02,1,456000
2016-07-03,1,0
2016-07-04,1,382800
2016-07-05,1,581700
2016-07-06,1,709300
2016-07-07,1,593900
2016-07-08,1,750900
2016-07-09,1,347000
2016-07-10,1,0
2016-07-11,1,536400
2016-07-12,1,510800
2016-07-13,1,1248400
2016-07-14,1,834900
2016-07-15,1,501500
2016-07-16,1,355500
2016-07-17,1,0
2016-07-18,1,340500
2016-07-19,1,616700
2016-07-20,1,440300
2016-07-21,1,271200
2016-07-22,1,390100
2016-07-23,1,303500
